datetime,Open,Low,High,Close,Volume,VWAP
2020-04-15 09:15:00,929.9500122070312,897.25,929.9500122070312,898.0,4906551,908.4000040690104
2020-04-15 09:30:00,898.0499877929688,895.0,899.0,896.75,1736456,905.3983046680728
2020-04-15 09:45:00,897.0,895.3499755859375,898.75,897.7999877929688,3274274,902.724577021562
2020-04-15 10:00:00,897.7999877929688,897.5,900.0,899.9000244140625,3040300,901.8819480275162
2020-04-15 10:15:00,899.9000244140625,895.5,900.0,897.3499755859375,2019382,901.3068481999472
2020-04-15 10:30:00,897.4000244140625,895.5,898.75,898.75,1108056,901.0560853634818
2020-04-15 10:45:00,898.75,897.0,901.0,899.3499755859375,2267194,900.8164926297129
2020-04-15 11:00:00,899.3499755859375,895.9000244140625,899.4500122070312,898.0999755859375,1428366,900.5998739149878
2020-04-15 11:15:00,898.4500122070312,896.5499877929688,902.4000244140625,897.5499877929688,2276390,900.4175580530635
2020-04-15 11:30:00,897.6500244140625,896.25,899.9500122070312,896.6500244140625,884798,900.3095361951071
2020-04-15 11:45:00,896.6500244140625,891.0,896.9500122070312,894.7000122070312,1651288,899.9004341579806
2020-04-15 12:00:00,894.75,892.2999877929688,896.9500122070312,896.25,880526,899.7368055988841
2020-04-15 12:15:00,896.5,894.0499877929688,897.75,894.8499755859375,748010,899.6173703751784
2020-04-15 12:30:00,894.7999877929688,893.5999755859375,895.9500122070312,895.6500244140625,695322,899.4998159745405
2020-04-15 12:45:00,895.5999755859375,885.0999755859375,895.5999755859375,890.4000244140625,1976314,898.8751025451778
2020-04-15 13:00:00,890.4000244140625,886.5999755859375,892.7999877929688,891.1500244140625,2345468,898.2225056267246
2020-04-15 13:15:00,891.0499877929688,878.2000122070312,891.0499877929688,881.7000122070312,2055312,897.3229131769004
2020-04-15 13:30:00,881.4500122070312,874.1500244140625,882.2999877929688,874.6500244140625,1879724,896.2386157153654
2020-04-15 13:45:00,874.0,865.25,874.0,865.7000122070312,2472926,894.4044846340628
2020-04-15 14:00:00,866.0999755859375,851.5499877929688,866.7000122070312,853.2000122070312,3138470,891.5377025931732
2020-04-15 14:15:00,852.6500244140625,843.0,853.7000122070312,852.4500122070312,3337288,888.3744846644587
2020-04-15 14:30:00,852.0,849.4500122070312,859.4000244140625,859.2000122070312,2530280,886.6195099831351
2020-04-15 14:45:00,859.4500122070312,854.0,859.4500122070312,858.5,1761578,885.5533112413743
2020-04-15 15:00:00,858.2999877929688,857.5,864.7999877929688,864.4000244140625,2651872,884.3423017621105
2020-04-15 15:15:00,864.4000244140625,862.9000244140625,867.9000244140625,865.3499755859375,2288228,883.5292020788252
2020-04-16 09:15:00,865.1500244140625,856.7999877929688,876.4000244140625,859.25,4043108,882.164121431696
2020-04-16 09:30:00,859.0,856.5999755859375,870.0,865.3499755859375,3057288,881.244690988678
2020-04-16 09:45:00,865.5999755859375,861.5,868.9000244140625,862.2999877929688,1787658,880.7561097460244
2020-04-16 10:00:00,862.5,859.0,863.7000122070312,862.0499877929688,1419500,880.3286053112652
2020-04-16 10:15:00,861.9500122070312,860.0,864.0,862.25,1544604,879.8964136328243
2020-04-16 10:30:00,862.1500244140625,860.4000244140625,866.4000244140625,860.9000244140625,1399346,879.5323274736647
2020-04-16 10:45:00,860.8499755859375,858.0,865.0999755859375,863.4000244140625,1565842,879.1334541366238
2020-04-16 11:00:00,863.2999877929688,861.5,869.2999877929688,866.6500244140625,1446800,878.8567070512039
2020-04-16 11:15:00,866.4500122070312,865.5999755859375,874.5999755859375,873.7999877929688,2525314,878.5933590758528
2020-04-16 11:30:00,873.5,867.4000244140625,875.0999755859375,869.7000122070312,2564764,878.3235226522423
2020-04-16 11:45:00,869.2000122070312,863.4500122070312,869.4000244140625,868.5,1307390,878.1307774671061
2020-04-16 12:00:00,868.0999755859375,866.2999877929688,872.0,871.5999755859375,1887702,877.932950746353
2020-04-16 12:15:00,871.5,870.0999755859375,875.0,873.0,1800084,877.8147660581524
2020-04-16 12:30:00,873.0,869.75,874.8499755859375,870.5,1698098,877.6872077390939
2020-04-16 12:45:00,869.2000122070312,865.0,873.3499755859375,872.5499877929688,3256112,877.4030807771602
2020-04-16 13:00:00,872.6500244140625,872.4000244140625,881.7000122070312,880.0,3395302,877.427383552588
2020-04-16 13:15:00,880.1500244140625,876.0999755859375,881.5999755859375,878.4000244140625,1488746,877.4485422253254
2020-04-16 13:30:00,878.5,876.0,881.9000244140625,876.5499877929688,1619182,877.4610014100335
2020-04-16 13:45:00,876.6500244140625,871.5999755859375,878.0,874.0999755859375,1651910,877.4094870633772
2020-04-16 14:00:00,874.0499877929688,872.4500122070312,875.9000244140625,875.9000244140625,1514908,877.3667760328955
2020-04-16 14:15:00,875.7000122070312,875.0,880.9500122070312,877.75,1999240,877.3778430008254
2020-04-16 14:30:00,877.7000122070312,873.5999755859375,879.25,875.0499877929688,1643516,877.3541695057204
2020-04-16 14:45:00,875.0499877929688,874.2000122070312,879.0499877929688,875.2999877929688,1721810,877.3339476989192
2020-04-16 15:00:00,875.25,874.0999755859375,880.9500122070312,880.0,2766226,877.3613793924962
2020-04-16 15:15:00,880.2000122070312,879.2000122070312,887.0,879.75,2768594,877.48298577208
2020-04-17 09:15:00,915.2999877929688,913.0999755859375,920.0,916.0499877929688,3665904,878.7925692586226
2020-04-17 09:30:00,916.25,913.0,917.4500122070312,914.4000244140625,1672956,879.3396602231235
2020-04-17 09:45:00,914.4000244140625,904.75,915.4500122070312,912.0,1859134,879.8588048907726
2020-04-17 10:00:00,912.0,908.0499877929688,914.0999755859375,912.25,2198168,880.4649573428006
2020-04-17 10:15:00,912.4000244140625,909.0,913.0,909.0999755859375,2172684,881.0211990073072
2020-04-17 10:30:00,909.25,900.0,912.0999755859375,906.5,3322800,881.71770871033
2020-04-17 10:45:00,906.75,898.0,906.75,903.4500122070312,2003624,882.0625047433751
2020-04-17 11:00:00,903.2999877929688,902.5,913.2999877929688,909.4000244140625,2565802,882.6044698356357
2020-04-17 11:15:00,909.6500244140625,909.4000244140625,916.0,911.7000122070312,2038078,883.0831200895472
2020-04-17 11:30:00,911.6500244140625,906.0499877929688,913.0,906.5,1317066,883.3447313334033
2020-04-17 11:45:00,906.5999755859375,902.4000244140625,909.2999877929688,902.7000122070312,3255898,883.8767682135472
2020-04-17 12:00:00,902.7999877929688,901.5,906.5,905.7999877929688,1317590,884.0826595600214
2020-04-17 12:15:00,905.9000244140625,904.0999755859375,907.3499755859375,905.25,950378,884.2355254322619
2020-04-17 12:30:00,905.25,903.0,905.3499755859375,903.25,860550,884.3611954223552
2020-04-17 12:45:00,903.4500122070312,901.3499755859375,906.75,905.0,1486614,884.5800121480406
2020-04-17 13:00:00,905.0,899.2999877929688,905.0499877929688,900.6500244140625,1154196,884.7238912788852
2020-04-17 13:15:00,900.7000122070312,896.0,900.7000122070312,898.25,1171628,884.8390940053441
2020-04-17 13:30:00,898.2000122070312,890.0,901.5,890.5999755859375,2116010,884.9777059367909
2020-04-17 13:45:00,890.5999755859375,889.6500244140625,895.0,892.5,1684210,885.0655162954346
2020-04-17 14:00:00,892.5,887.3499755859375,895.75,892.0999755859375,1948676,885.1557547772358
2020-04-17 14:15:00,892.0999755859375,890.9000244140625,902.7999877929688,897.4000244140625,2378422,885.3487611776393
2020-04-17 14:30:00,897.2999877929688,895.0,900.9000244140625,898.1500244140625,1714376,885.495420153738
2020-04-17 14:45:00,898.0999755859375,898.0999755859375,904.5,903.1500244140625,2008258,885.7151416756369
2020-04-17 15:00:00,903.25,902.0999755859375,910.8499755859375,909.4500122070312,4073110,886.2898320276062
2020-04-17 15:15:00,909.25,909.0499877929688,917.6500244140625,915.4500122070312,3537150,886.9124792799747
2020-04-20 09:15:00,951.0,937.2000122070312,960.5,954.7000122070312,7967151,889.9849015358856
2020-04-20 09:30:00,954.6500244140625,941.5499877929688,955.4000244140625,944.0,4713740,891.561807861746
2020-04-20 09:45:00,942.6500244140625,940.2999877929688,946.0,942.4000244140625,2617036,892.3384262127465
2020-04-20 10:00:00,942.7999877929688,942.2000122070312,947.0,943.6500244140625,1967256,892.922476960519
2020-04-20 10:15:00,943.2999877929688,942.0,945.4500122070312,945.1500244140625,1402392,893.3302101858803
2020-04-20 10:30:00,945.0,942.2000122070312,945.5,943.6500244140625,1669200,893.8032362946067
2020-04-20 10:45:00,943.5499877929688,942.1500244140625,945.0,944.4000244140625,1082588,894.1057152176352
2020-04-20 11:00:00,944.4000244140625,943.0499877929688,945.0499877929688,944.25,1447382,894.5065900240115
2020-04-20 11:15:00,944.0499877929688,936.9500122070312,944.25,939.7999877929688,2855414,895.2199925183714
2020-04-20 11:30:00,940.0,936.9000244140625,941.0,940.0499877929688,2765088,895.8748748477492
2020-04-20 11:45:00,940.0999755859375,939.9500122070312,945.5499877929688,943.7999877929688,2519878,896.5054875120392
2020-04-20 12:00:00,943.7999877929688,942.4000244140625,947.7000122070312,945.9000244140625,5033550,897.7740730529965
2020-04-20 12:15:00,945.7999877929688,942.75,946.3499755859375,945.9500122070312,1686850,898.1818501925637
2020-04-20 12:30:00,946.0,942.5499877929688,948.9500122070312,943.9500122070312,1712074,898.5897472886707
2020-04-20 12:45:00,943.8499755859375,942.0,945.4000244140625,943.6500244140625,1128658,898.8464453418347
2020-04-20 13:00:00,943.5999755859375,943.2000122070312,946.5999755859375,945.0,1458704,899.1830392914424
2020-04-20 13:15:00,945.0,943.9000244140625,945.9500122070312,944.9500122070312,1573228,899.5405919575828
2020-04-20 13:30:00,945.0,944.1500244140625,947.0,946.9500122070312,1773298,899.9465790924659
2020-04-20 13:45:00,947.0,943.7000122070312,949.8499755859375,945.2000122070312,2574292,900.5262017922016
2020-04-20 14:00:00,945.3499755859375,944.4500122070312,947.9000244140625,947.0999755859375,1218378,900.7968742626645
2020-04-20 14:15:00,947.1500244140625,947.0999755859375,953.0,950.0499877929688,2890696,901.4756378013885
2020-04-20 14:30:00,950.0999755859375,945.0,952.0,946.0,1845514,901.8784967582869
2020-04-20 14:45:00,945.75,938.5499877929688,946.0,942.2999877929688,2745894,902.3960984111069
2020-04-20 15:00:00,942.2999877929688,942.0,945.0,944.7999877929688,2106450,902.8003206937967
2020-04-20 15:15:00,944.9500122070312,943.1500244140625,947.7999877929688,944.8499755859375,2783620,903.3395046094089
2020-04-21 09:15:00,923.0499877929688,922.4000244140625,932.5499877929688,925.4000244140625,3245791,903.6815225841954
2020-04-21 09:30:00,925.4000244140625,923.25,928.7999877929688,928.2000122070312,1910378,903.8779149845009
2020-04-21 09:45:00,928.2999877929688,925.2000122070312,928.7999877929688,928.5,917840,903.9741424137117
2020-04-21 10:00:00,928.1500244140625,926.9000244140625,930.0,928.2000122070312,805342,904.0610187393374
2020-04-21 10:15:00,927.9000244140625,925.2999877929688,928.5,925.5999755859375,690822,904.1292624696396
2020-04-21 10:30:00,925.2999877929688,924.7000122070312,928.0499877929688,927.1500244140625,920628,904.2202381892114
2020-04-21 10:45:00,927.0,926.5,929.5,927.2999877929688,606228,904.2827535091254
2020-04-21 11:00:00,927.2999877929688,926.6500244140625,928.6500244140625,927.2000122070312,710386,904.3547617051859
2020-04-21 11:15:00,927.2000122070312,926.5999755859375,928.9500122070312,928.0,476526,904.4035415285556
2020-04-21 11:30:00,927.9000244140625,927.2999877929688,930.0,929.1500244140625,839036,904.4924602462911
2020-04-21 11:45:00,929.2000122070312,928.5,934.0,928.9000244140625,1471474,904.6573215994841
2020-04-21 12:00:00,928.9000244140625,926.0,930.75,926.2000122070312,872704,904.7435496727168
2020-04-21 12:15:00,926.1500244140625,923.2999877929688,927.9000244140625,923.9500122070312,1387802,904.8639344123344
2020-04-21 12:30:00,923.6500244140625,916.4500122070312,923.8499755859375,919.9500122070312,2481228,905.02355721452
2020-04-21 12:45:00,920.0,912.9000244140625,920.25,914.0,1176996,905.0764936586364
2020-04-21 13:00:00,914.0,913.6500244140625,917.9000244140625,916.0,914408,905.1177704627024
2020-04-21 13:15:00,916.5,908.2999877929688,916.5,908.7999877929688,1513246,905.1560913152999
2020-04-21 13:30:00,908.5,908.0,916.0,911.2999877929688,1389534,905.1941160551646
2020-04-21 13:45:00,911.0999755859375,908.9500122070312,916.0,914.4500122070312,1140740,905.2314304913831
2020-04-21 14:00:00,914.4500122070312,911.2999877929688,915.0,914.0999755859375,1018222,905.2658347198651
2020-04-21 14:15:00,913.9500122070312,913.5,918.9500122070312,917.2000122070312,1363938,905.32863111529
2020-04-21 14:30:00,917.0499877929688,912.25,921.7000122070312,913.5,1200872,905.3797685181821
2020-04-21 14:45:00,913.4500122070312,912.0,917.4000244140625,916.9000244140625,1138890,905.4260435357472
2020-04-21 15:00:00,916.9500122070312,916.6500244140625,923.5999755859375,922.3499755859375,1660980,905.5290032675324
2020-04-21 15:15:00,922.2000122070312,916.5,925.9500122070312,919.0,1555870,905.6218303209495
2020-04-22 09:15:00,917.75,912.4500122070312,923.25,913.5999755859375,1839294,905.7005885549729
2020-04-22 09:30:00,913.5999755859375,908.0,916.3499755859375,909.2000122070312,1795878,905.7393103392995
2020-04-22 09:45:00,909.25,907.4500122070312,912.9000244140625,910.6500244140625,1142852,905.7598653822444
2020-04-22 10:00:00,910.5999755859375,908.3499755859375,911.5,910.5999755859375,1121002,905.7790482745289
2020-04-22 10:15:00,910.75,908.2999877929688,911.0,909.1500244140625,1164738,905.7957898892366
2020-04-22 10:30:00,908.9500122070312,908.7000122070312,918.9500122070312,918.0,1492546,905.8500368833472
2020-04-22 10:45:00,918.25,916.2999877929688,919.5999755859375,918.25,1606888,905.9252019314442
2020-04-22 11:00:00,918.2000122070312,918.0499877929688,923.5999755859375,922.5499877929688,1297876,906.0018275811452
2020-04-22 11:15:00,922.4000244140625,915.0,924.7000122070312,918.2000122070312,2228126,906.1139189543467
2020-04-22 11:30:00,918.0999755859375,914.5,920.25,919.2000122070312,1134586,906.164646867806
2020-04-22 11:45:00,919.25,917.5,922.0,919.6500244140625,1935378,906.2627302810479
2020-04-22 12:00:00,919.7000122070312,916.7000122070312,920.9000244140625,916.7000122070312,956524,906.304921569285
2020-04-22 12:15:00,916.9500122070312,915.7999877929688,919.0,917.8499755859375,631350,906.3313144297973
2020-04-22 12:30:00,918.2999877929688,917.7999877929688,920.0,918.4500122070312,1325318,906.3922001592302
2020-04-22 12:45:00,918.2999877929688,918.0,920.4000244140625,919.75,939264,906.4371831551288
2020-04-22 13:00:00,919.75,917.5,922.0,919.2000122070312,787716,906.4751996009359
2020-04-22 13:15:00,919.0499877929688,917.5,920.0999755859375,918.25,998664,906.5196067612079
2020-04-22 13:30:00,918.25,913.2000122070312,918.75,916.5,1316782,906.5658269213504
2020-04-22 13:45:00,916.9000244140625,915.5499877929688,921.9500122070312,919.75,1295514,906.6246553747089
2020-04-22 14:00:00,919.75,919.0,928.6500244140625,927.7999877929688,1670412,906.7362372709187
2020-04-22 14:15:00,927.9000244140625,925.0499877929688,930.0,926.25,2032874,906.8844209267766
2020-04-22 14:30:00,926.2999877929688,926.2999877929688,932.0,929.75,2063318,907.0491308555561
2020-04-22 14:45:00,929.75,929.7000122070312,932.9000244140625,932.0499877929688,1140200,907.1479958966082
2020-04-22 15:00:00,932.0,926.5,932.0999755859375,928.0499877929688,1736654,907.2807654557731
2020-04-22 15:15:00,927.9000244140625,925.7000122070312,931.4500122070312,928.5999755859375,2962412,907.5004475116997
2020-04-23 09:15:00,934.25,913.25,934.25,922.1500244140625,2734495,907.6486406440383
2020-04-23 09:30:00,921.9000244140625,920.2000122070312,927.5999755859375,925.1500244140625,1479202,907.7332278786739
2020-04-23 09:45:00,925.1500244140625,924.5,930.0,929.8499755859375,966460,907.8005901335363
2020-04-23 10:00:00,929.8499755859375,926.3499755859375,930.5,927.7000122070312,1069784,907.8748797843584
2020-04-23 10:15:00,927.1500244140625,927.0,934.5999755859375,931.7000122070312,1588758,907.9999174561193
2020-04-23 10:30:00,931.75,929.5999755859375,932.8499755859375,930.8499755859375,1770982,908.1377189567335
2020-04-23 10:45:00,931.0,930.3499755859375,932.75,932.0499877929688,1188484,908.231736546404
